amplitude_id,user_id,city,device,os,platform,region,gp:BCS,Birthday,gp:Delinquency amount,gp:Nip Verify,gp:Number of Revolving credits,gp:Number of no revolving credits,gp:Total Credit Line,gp:Total current debt,gp:utm_source,Age
412909000000.0,7bd0ed6e-9947-4334-ba32-84f7148be60f,Cuautitlán Izcalli,Android,Chrome Mobile 102,Web,México,640.0,1993-05-15,0.0,VERDADERO,4.0,0.0,45000.0,29359.0,adwords,30.0
203615000000.0,44aae148-65a9-4d6c-a634-9ec92650c941,Uruapan,Android,Chrome Mobile 102,Web,Michoacán,659.0,2001-11-10,0.0,VERDADERO,2.0,0.0,4000.0,792.0,adwords,22.0
233175000000.0,c3d61649-6196-4eae-96f8-0bc8cd3adf8d,Guadalajara,Apple iPhone,Chrome Mobile 102,Web,Jalisco,704.0,1990-06-26,0.0,VERDADERO,6.0,0.0,148199.0,22725.0,adwords,33.0
218533000000.0,318d9f3c-1c3d-40bb-861e-696596f4c6f5,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,503.0,1993-11-19,0.0,VERDADERO,2.0,5.0,6620.0,38111.0,adwords,30.0
407273000000.0,74e1ca1c-a88f-4e40-b821-0fe7a341a9af,Mérida,Android,Chrome Mobile 102,Web,Yucatán,719.0,1963-07-12,0.0,VERDADERO,6.0,3.0,289000.0,701725.0,google2,60.0
405541000000.0,dea746d7-2024-4af1-b01c-66492fdbca87,Coyoacán,Android,Chrome Mobile 102,Web,Mexico City,711.0,1959-10-21,0.0,VERDADERO,1.0,0.0,2000.0,0.0,adwords,64.0
412282000000.0,34a02e6a-2b78-48ce-85f0-f42efd9ed680,Veracruz,Android,Chrome Mobile 102,Web,Veracruz,655.0,1998-08-28,0.0,VERDADERO,2.0,0.0,18100.0,8977.0,adwords,25.0
412663000000.0,b45fb6bb-ea5b-45e7-8e4a-5e0684a84f48,Irapuato,Android,Samsung Browser 17,Web,Guanajuato,637.0,1969-03-05,0.0,VERDADERO,2.0,2.0,7000.0,478500.0,blog,54.0
412649000000.0,c89f5b16-d681-4ac9-8ee0-ae6285967d2b,Venustiano Carranza,Android,Chrome Mobile 102,Web,Mexico City,642.0,1995-07-16,0.0,VERDADERO,1.0,3.0,3500.0,23006.0,adwords,28.0
412241000000.0,10db45e1-c145-46a8-ab34-1e297a419e96,Apizaco,Android,Chrome Mobile 102,Web,Tlaxcala,655.0,1973-06-21,0.0,VERDADERO,1.0,2.0,8800.0,25222.0,adwords,50.0
411458000000.0,0e071212-68b2-4ba0-8e1e-88b60b0b58e8,Irapuato,Android,Chrome Mobile 102,Web,Guanajuato,690.0,1995-09-29,0.0,VERDADERO,2.0,0.0,29000.0,1858.0,adwords,28.0
412456000000.0,8de0cb8a-2634-4d68-b7fd-6f56ed2fe558,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,657.0,1999-10-27,0.0,VERDADERO,1.0,0.0,4800.0,4647.0,,24.0
408637000000.0,292ea178-a1ca-4f35-a00c-5caead04d6b4,Chihuahua City,Android,Chrome Mobile 102,Web,Chihuahua,673.0,1985-07-13,0.0,VERDADERO,1.0,2.0,26000.0,293116.0,,38.0
412408000000.0,6ae1d4fe-0c5e-4178-a6d2-3869230881fa,Colima,Android,Chrome Mobile 102,Web,Colima,635.0,1996-03-29,0.0,VERDADERO,1.0,0.0,31446.0,0.0,adwords,27.0
410037000000.0,d13758c8-a99c-499c-8fd0-eec4ca485eac,Ciudad Juárez,Android,Chrome Mobile 95,Web,Chihuahua,668.0,1988-08-13,0.0,VERDADERO,3.0,2.0,92000.0,315926.0,google2,35.0
412798000000.0,ccc09a06-440b-47ed-9e6c-f9f8313c9704,,Android,Chrome Mobile 102,Web,Nuevo León,649.0,1975-09-08,0.0,VERDADERO,2.0,1.0,32200.0,376272.0,adwords,48.0
412794000000.0,64bf8437-dd12-4431-8a43-7a10c6bdb885,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,662.0,1970-06-01,0.0,VERDADERO,4.0,1.0,85400.0,1175287.0,adwords,53.0
411905000000.0,863a10fb-f793-4cc5-a577-39d57f629311,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,639.0,2001-10-06,0.0,VERDADERO,3.0,0.0,13500.0,12361.0,adwords,22.0
410456000000.0,7c99c156-8726-41b6-83f3-28541050b6ae,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,646.0,1996-02-09,0.0,VERDADERO,1.0,0.0,6000.0,44.0,,27.0
412979000000.0,e498ad2c-2000-48cb-bdd7-c6b94741028c,Mexico City,Apple iPhone,GSA 214,Web,Mexico City,667.0,2001-09-08,0.0,VERDADERO,1.0,0.0,500.0,0.0,adwords,22.0
237240000000.0,8e238573-2c38-48f0-897b-5f6cffc1e825,Puebla City,Android,Chrome Mobile 101,Web,Puebla,589.0,1991-03-26,0.0,VERDADERO,1.0,0.0,1000.0,885.0,adwords,32.0
370534000000.0,c68badb7-bfd7-4d56-be81-1be8fb57a019,Union Venustiano Carranza,Android,Chrome Mobile 102,Web,Veracruz,667.0,1999-09-07,0.0,VERDADERO,3.0,0.0,5950.0,4631.0,adwords,24.0
412382000000.0,57a24e36-8e05-4319-b75d-d0a000a9da39,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,687.0,1961-08-09,0.0,VERDADERO,1.0,0.0,16000.0,0.0,adwords,62.0
411857000000.0,6acf6506-5c4d-4f92-bbab-75c55922fc97,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Web,Mexico City,626.0,2002-01-05,0.0,VERDADERO,1.0,0.0,5000.0,4952.0,adwords,21.0
403139000000.0,11680cbf-cc6c-4381-91be-994fd3a9722a,,Android,Chrome Mobile 89,Web,Nuevo León,675.0,1981-10-31,0.0,VERDADERO,1.0,1.0,124500.0,906239.0,google2,42.0
198326000000.0,0f7c1664-9094-4427-a998-20fe2de6294e,Veracruz,Android,Chrome Mobile 102,Web,Veracruz,649.0,1979-06-07,0.0,VERDADERO,3.0,1.0,13700.0,24917.0,rocket,44.0
299425000000.0,416cad00-c509-4a20-944d-73e0fb169b29,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,613.0,2000-02-20,0.0,VERDADERO,1.0,0.0,5492.0,4871.0,adwords,23.0
197168000000.0,18096dc4-4288-4db9-b0e2-e1a8cdc6a967,Mexico City,Mac,Safari 15,Web,Mexico City,650.0,1986-12-10,0.0,VERDADERO,2.0,4.0,155700.0,1959237.0,,37.0
394054000000.0,497592ac-9175-4432-8270-31ccc6e86508,Veracruz,Android,Chrome Mobile 102,Web,Veracruz,655.0,1965-05-04,0.0,VERDADERO,1.0,1.0,3500.0,191653.0,google2,58.0
393222000000.0,b2329759-ce75-41ad-903e-1b69a7152b51,Tepic,Android,Chrome Mobile 102,Web,Nayarit,689.0,1983-01-14,0.0,VERDADERO,3.0,2.0,41701.0,119006.0,adwords,40.0
255411000000.0,a76cfae4-dcd2-449b-a62d-48acba1880b1,Guadalajara,Apple iPhone,Mobile Safari 15,Web,Jalisco,644.0,1999-11-15,0.0,VERDADERO,5.0,0.0,23000.0,12886.0,adwords,24.0
396437000000.0,a2d7185d-5634-4bc0-b57f-44bd221a11d1,Miguel Hidalgo,Windows,Chrome 102,Web,México,653.0,2002-10-15,0.0,VERDADERO,2.0,0.0,11400.0,5323.0,adwords,21.0
411909000000.0,edd872b3-a338-4042-80bf-7f9c0f1b6bbc,Queretaro,Windows,Chrome 102,Web,Querétaro,654.0,1998-12-03,0.0,VERDADERO,3.0,2.0,54900.0,443236.0,adwords,25.0
272452000000.0,fa45abed-0a48-42b5-adee-420a80e0a3c3,San Luis Potosí City,Android,Chrome Mobile 102,Web,San Luis Potosí,636.0,1984-09-03,0.0,VERDADERO,5.0,2.0,48900.0,204226.0,blog,39.0
411811000000.0,4c2002ea-6681-468d-ac95-a47a5c3b1530,Naucalpan,Android,Chrome Mobile 102,Web,México,670.0,1969-05-17,0.0,VERDADERO,2.0,0.0,3000.0,3225.0,adwords,54.0
412878000000.0,984298ed-ba99-4624-9661-ac1439a90d6b,Tampico,Windows,Chrome 102,Web,Tamaulipas,645.0,1994-09-28,0.0,VERDADERO,2.0,0.0,32500.0,19554.0,adwords,29.0
412828000000.0,0cdd6b0d-8a42-4b0d-953b-d8b415b9982d,Cuyoaco,Windows,Chrome 102,Web,Puebla,642.0,1962-07-23,0.0,VERDADERO,1.0,1.0,70000.0,204788.0,adwords,61.0
402995000000.0,762e0e91-3ca7-4c95-aa83-be0a4978fa59,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,613.0,2003-07-07,0.0,VERDADERO,1.0,0.0,2000.0,2168.0,adwords,20.0
410372000000.0,73720d1d-af39-4241-9242-70ee8094231f,Miguel Hidalgo,Windows,Chrome 102,Web,Mexico City,694.0,1986-09-14,0.0,VERDADERO,4.0,0.0,63400.0,0.0,,37.0
394561000000.0,3efb2faa-05b4-44d5-82d0-b3091301d133,Morelia,Android,Chrome Mobile 102,Web,Michoacán,725.0,1977-01-07,0.0,VERDADERO,1.0,1.0,16000.0,392302.0,adwords,46.0
411858000000.0,c11a25da-3434-4d2c-9d02-f9e07c462da0,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,720.0,1990-12-25,0.0,VERDADERO,1.0,0.0,30000.0,0.0,adwords,33.0
361038000000.0,aae0ee5d-03b7-44d2-8ea7-776473c3923e,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,647.0,1997-09-07,0.0,VERDADERO,2.0,0.0,7000.0,2760.0,,26.0
411970000000.0,af0994a2-e296-4870-a4e0-d7845b59e8dd,Mexico City,Windows,Chrome 102,Web,Mexico City,691.0,1974-02-14,0.0,VERDADERO,2.0,0.0,61000.0,36167.0,adwords,49.0
412983000000.0,4fd5cb80-5a75-41a7-999c-a1b020516812,Saltillo,Windows,Chrome 102,Web,Coahuila,662.0,1997-09-08,0.0,VERDADERO,1.0,2.0,10200.0,78447.0,adwords,26.0
390842000000.0,028be468-174c-49cb-9301-ade4507e6072,Irapuato,Android,Chrome Mobile 102,Web,Guanajuato,693.0,1990-03-24,0.0,VERDADERO,2.0,1.0,20700.0,283640.0,adwords,33.0
411211000000.0,b72a6256-6160-4f0f-ad4c-dfccaab6db71,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,724.0,1989-12-20,0.0,VERDADERO,1.0,1.0,26000.0,0.0,,34.0
411868000000.0,a0083e61-f148-4fa1-bbec-501e490201d9,Tijuana,Android,Chrome Mobile 97,Web,Baja California,662.0,1993-12-12,0.0,VERDADERO,1.0,0.0,3000.0,1929.0,adwords,30.0
412934000000.0,49dea660-bacb-414a-972f-1c4bc21102a9,Nuevo Laredo,Android,Chrome Mobile 102,Web,Tamaulipas,702.0,1996-08-30,0.0,VERDADERO,1.0,2.0,25000.0,382769.0,adwords,27.0
412957000000.0,47be3780-de44-4263-8406-dc7558085900,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,644.0,1971-04-20,0.0,VERDADERO,9.0,1.0,488100.0,311897.0,adwords,52.0
412234000000.0,a2bcd3db-884d-4dc5-9bbb-ada64c0b94d0,,Android,Chrome Mobile 102,Web,Nuevo León,659.0,1999-02-10,0.0,VERDADERO,1.0,3.0,6000.0,88099.0,adwords,24.0
411256000000.0,6ddfeb7d-0d71-4e40-8246-9a4da9e44f1d,Tijuana,Apple iPhone,Mobile Safari 15,Web,Baja California,661.0,1971-06-03,0.0,VERDADERO,2.0,0.0,44000.0,26728.0,email_ongoing,52.0
412780000000.0,94d00296-597d-4e10-9a40-646a1c9f4b81,,Android,Chrome Mobile 102,Web,Jalisco,674.0,1991-09-15,0.0,VERDADERO,2.0,0.0,48400.0,37425.0,adwords,32.0
412977000000.0,9fde019e-8408-48a6-b613-72e5d90dbd2e,Córdoba,Android,Chrome Mobile 102,Web,Veracruz,691.0,1957-02-04,0.0,VERDADERO,1.0,1.0,500.0,7003.0,,66.0
412923000000.0,d85d212d-5617-40c5-863e-5ad1b0c55845,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Web,Mexico City,661.0,1993-12-24,0.0,VERDADERO,1.0,1.0,2000.0,9465.0,adwords,30.0
412062000000.0,ca8d34ec-4121-495e-8363-f4ad9bac73f9,Mexico City,Windows,Chrome 102,Web,Mexico City,707.0,1956-05-15,0.0,VERDADERO,6.0,0.0,212718.0,138349.0,,67.0
411806000000.0,bc96ac7c-af19-47ad-a947-a365af91a044,Guadalajara,Windows,Chrome 102,Web,Jalisco,613.0,2000-02-14,0.0,VERDADERO,5.0,1.0,17100.0,58021.0,adwords,23.0
411894000000.0,facf21bd-37ec-4f6c-abfe-a0bcf61980e7,San Luis Potosí City,Android,Chrome Mobile 102,Web,San Luis Potosí,732.0,1965-03-06,0.0,VERDADERO,2.0,1.0,50009.0,62251.0,adwords,58.0
411880000000.0,d02021cf-a384-4f6f-832a-2f0b81aaafee,Tlalnepantla,Android,Chrome Mobile 102,Web,México,644.0,1988-03-17,0.0,VERDADERO,3.0,1.0,142200.0,42982.0,,35.0
412950000000.0,774fdebc-13f9-448d-93fc-d2b1a63240f6,Ixtapaluca,Android,Chrome Mobile 96,Web,México,633.0,1991-03-17,0.0,VERDADERO,1.0,0.0,3000.0,2495.0,adwords,32.0
405060000000.0,779bc37d-64c0-4e18-9e40-340edbf71868,Mexico City,Android,Chrome Mobile 101,Web,Mexico City,657.0,1986-08-01,0.0,VERDADERO,3.0,1.0,77000.0,436619.0,adwords,37.0
411336000000.0,d34ce43b-0a43-470a-918d-cbafa7cce7ec,Puebla,Android,Chrome Mobile 102,Web,Mexico City,677.0,1995-04-04,0.0,VERDADERO,1.0,3.0,600.0,28539.0,adwords,28.0
412974000000.0,b113924f-a05f-4c28-9596-73021115a65b,Guadalajara,Windows,Chrome 102,Web,Jalisco,696.0,1968-12-30,0.0,VERDADERO,1.0,1.0,2000.0,198880.0,,55.0
409418000000.0,f92778da-e64a-43bf-8f99-657df091a01c,Aguascalientes,Android,Chrome Mobile 102,Web,Aguascalientes,652.0,1992-09-01,0.0,VERDADERO,1.0,0.0,3200.0,0.0,adwords,31.0
299703000000.0,557c9894-798b-4561-bb3e-922e4ee094bc,Querétaro City,Android,Chrome Mobile 102,Web,Querétaro,647.0,1995-05-15,0.0,VERDADERO,1.0,0.0,3200.0,3683.0,adwords,28.0
405029000000.0,bb483b5e-4300-4244-a18b-f24bd5357abb,Mérida,Android,Chrome Mobile 102,Web,Yucatán,646.0,1984-08-23,0.0,VERDADERO,2.0,0.0,6000.0,2096.0,adwords,39.0
412511000000.0,266aab68-cf10-4a50-aba6-1915e63b859b,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,709.0,1979-03-31,0.0,VERDADERO,3.0,0.0,111290.0,7100.0,,44.0
411478000000.0,db8f9097-139b-4b29-8ad2-1f7278780c86,Guadalajara,Apple iPhone,Mobile Safari 15,Web,Jalisco,619.0,2003-01-02,0.0,VERDADERO,1.0,0.0,7000.0,7247.0,adwords,20.0
411575000000.0,9ed34a45-25c4-4d7f-b95b-a887f327278b,Monterrey,Android,Chrome Mobile 92,Web,Nuevo León,637.0,1992-08-08,0.0,VERDADERO,3.0,0.0,15000.0,14070.0,adwords,31.0
411020000000.0,6a2b03cd-bf09-4151-9fc2-b3eea04071c1,Zapopan,Android,Chrome Mobile 102,Web,Jalisco,662.0,1978-05-23,0.0,VERDADERO,1.0,1.0,7000.0,40084.0,adwords,45.0
412779000000.0,a00399a0-e3fc-4db9-b752-464551f9c839,Tultitlan de Mariano Escobedo,Android,Chrome Mobile 101,Web,México,679.0,1987-04-06,0.0,VERDADERO,1.0,0.0,7000.0,0.0,,36.0
365491000000.0,2e4d9022-22da-4961-8e20-db345482ee76,,Android,Chrome 92,Web,Puebla,651.0,1981-10-13,0.0,VERDADERO,3.0,0.0,190500.0,93702.0,adwords,42.0
412458000000.0,7e8f888b-6d16-447d-b1a8-93ee3c245a76,Durango,Android,Chrome Mobile 102,Web,Durango,730.0,1980-07-15,0.0,VERDADERO,2.0,0.0,29600.0,7043.0,,43.0
412722000000.0,0b214e8a-5695-4136-8c57-bee4ed158ad8,Veracruz,Android,Chrome Mobile 101,Web,Veracruz,694.0,1996-12-24,0.0,VERDADERO,1.0,0.0,10000.0,0.0,adwords,27.0
411826000000.0,9bacd2d0-2b35-4dcc-8d98-a47c3764f8ed,Apizaco,Android,Chrome Mobile 102,Web,Tlaxcala,639.0,1988-10-14,0.0,VERDADERO,3.0,0.0,49400.0,38078.0,adwords,35.0
411862000000.0,34589daa-4f97-42fd-91c4-61f9baf14a7b,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,644.0,2001-09-16,0.0,VERDADERO,5.0,0.0,20000.0,2436.0,adwords,22.0
411738000000.0,0a942be7-7949-4c8c-b082-5a536196bc5e,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Web,Mexico City,628.0,1992-09-25,0.0,VERDADERO,3.0,0.0,41600.0,37064.0,adwords,31.0
412867000000.0,a72fe523-693e-4c86-88a7-eb3564793bc1,Huimanguillo,Android,Chrome Mobile 101,Web,Tabasco,628.0,2002-11-06,0.0,VERDADERO,1.0,0.0,2000.0,0.0,,21.0
412956000000.0,ddeb5506-0247-4402-9c02-b70b256d122e,Puebla,Android,Chrome Mobile 102,Web,Mexico City,686.0,1976-02-26,0.0,VERDADERO,9.0,2.0,295300.0,394642.0,adwords,47.0
411401000000.0,f6a58e6f-7f3c-4c35-b441-a128bc34a83f,Guadalajara,Windows,Chrome 102,Web,Jalisco,680.0,1984-06-04,0.0,VERDADERO,2.0,2.0,110700.0,58833.0,adwords,39.0
411897000000.0,ce9bc2b2-a32d-43a4-8081-3d23a68b2d2b,Coyoacán,Android,Chrome Mobile 102,Web,Mexico City,654.0,1995-11-14,0.0,VERDADERO,3.0,0.0,31000.0,22467.0,adwords,28.0
412828000000.0,bf208065-b6af-47c0-a957-45b426817f9c,Zapopan,Android,Chrome Mobile 102,Web,Jalisco,626.0,1983-09-14,0.0,VERDADERO,2.0,0.0,117280.0,97083.0,adwords,40.0
411006000000.0,fdd65f56-9e52-424f-ab8d-73c4b02b93cd,Morelia,Android,Chrome Mobile 102,Web,Michoacán,640.0,1973-11-30,0.0,VERDADERO,1.0,0.0,57000.0,51621.0,adwords,50.0
412813000000.0,a7fc19c1-d537-4ffd-bec1-51e0bc07055f,Poza Rica de Hidalgo,Windows,Chrome 102,Web,Veracruz,689.0,1984-12-07,0.0,VERDADERO,3.0,1.0,24460.0,394285.0,adwords,39.0
368491000000.0,71d3a22e-f723-4ad2-93b1-991c68918ef5,Mexico City,Apple iPhone,Mobile Safari 14,Web,Mexico City,705.0,1998-06-18,0.0,VERDADERO,2.0,0.0,63700.0,10808.0,,25.0
412306000000.0,5cfa2bc2-28fb-4778-bd96-b44b1a3042b6,Mexico City,Windows,Chrome 102,Web,Mexico City,644.0,1992-04-13,0.0,VERDADERO,3.0,0.0,9500.0,9484.0,,31.0
397673000000.0,aeb0a2ca-83af-482c-92e7-ef31bc085d8e,Santa Maria Chimalhuacan,Android,Chrome Mobile 102,Web,México,664.0,1979-10-19,0.0,VERDADERO,1.0,1.0,3000.0,8452.0,adwords,44.0
412423000000.0,9b3e2cdf-cb54-4239-ad2b-9fcfe271a889,Irapuato,Android,Chrome Mobile 102,Web,Guanajuato,760.0,1981-05-10,0.0,VERDADERO,1.0,1.0,7375.0,247292.0,adwords,42.0
410583000000.0,cf076ebd-2736-4208-9805-5598f2806cea,Tlalpan,Android,Chrome Mobile 99,Web,Mexico City,609.0,1980-01-08,0.0,VERDADERO,1.0,4.0,25900.0,88882.0,rocket,43.0
412377000000.0,0d94dfe7-b746-4ba3-ba76-3d94d99716dc,Queretaro,Android,Chrome Mobile 102,Web,Querétaro,725.0,1961-09-11,0.0,VERDADERO,4.0,0.0,245000.0,26042.0,adwords,62.0
411475000000.0,18072694-6375-48a9-b594-33a399665b92,Hermosillo,Android,Chrome Mobile 102,Web,Sonora,637.0,1987-01-23,0.0,VERDADERO,1.0,1.0,5400.0,24639.0,adwords,36.0
396937000000.0,11d16f58-1fc2-4865-a265-b971352aa8ec,Mérida,Android,Chrome Mobile 102,Web,Yucatán,684.0,1991-10-30,0.0,VERDADERO,2.0,0.0,6360.0,0.0,adwords,32.0
412821000000.0,5b67c0bc-6ad8-4236-aacf-29386090040b,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,641.0,1997-02-17,0.0,VERDADERO,2.0,0.0,6500.0,2389.0,,26.0
373948000000.0,d7714897-3cfb-47bc-9b1c-6df0985d067e,Chihuahua City,Android,Chrome Mobile 102,Web,Chihuahua,571.0,1968-12-23,0.0,VERDADERO,4.0,1.0,129950.0,106938.0,rocket,55.0
411554000000.0,64125c54-49b0-4639-9075-5ce18b449d25,Centro,Android,Chrome Mobile 102,Web,Tabasco,671.0,1991-03-15,0.0,VERDADERO,1.0,0.0,14400.0,5008.0,adwords,32.0
372676000000.0,489397a2-f4d9-4159-8378-2830b6668ee0,Tampico,Android,Chrome Mobile 102,Web,Tamaulipas,645.0,2001-04-20,0.0,VERDADERO,2.0,0.0,9000.0,4792.0,rocket,22.0
412455000000.0,19cb7ef9-5292-49c0-8a23-6dc8b1c3f207,,Android,Chrome Mobile 102,Web,Jalisco,681.0,1994-05-18,0.0,VERDADERO,3.0,2.0,37400.0,25935.0,adwords,29.0
409219000000.0,59061cc3-f332-4dfa-a7b0-33e0d97e367c,Monterrey,Android,Chrome 92,Web,Nuevo León,702.0,1985-01-08,0.0,VERDADERO,1.0,0.0,7600.0,1628.0,adwords,38.0
410458000000.0,d9761034-8ec7-4494-8f5d-2a8ea3b016d0,Huimanguillo,Android,Chrome Mobile 102,Web,Tabasco,721.0,1954-01-01,0.0,VERDADERO,9.0,0.0,659500.0,12630.0,adwords,69.0
411869000000.0,d83c5ce1-9149-4587-af1e-3ccbe737e4ea,Rioverde,Windows,Chrome 102,Web,San Luis Potosí,642.0,1965-02-06,0.0,VERDADERO,3.0,0.0,5660.0,593.0,adwords,58.0
411957000000.0,f28e8801-ef3c-418a-a890-447eae0e4113,Guadalupe,Android,Chrome Mobile 102,Web,Nuevo León,702.0,1997-12-06,0.0,VERDADERO,1.0,0.0,50000.0,0.0,adwords,26.0
412397000000.0,9256d6a8-28cd-4021-82d2-2f3020c4dd0c,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,656.0,1994-10-15,0.0,VERDADERO,2.0,0.0,35200.0,398.0,adwords,29.0
400649000000.0,6cb03c8f-239b-4227-8bd7-feaeecfa0020,Guadalupe,Android,Chrome 102,Web,Nuevo León,633.0,2001-05-28,0.0,VERDADERO,1.0,1.0,2000.0,14394.0,google2,22.0
412334000000.0,e96c50f4-7e53-4b70-a57f-d71bd2a406eb,Tijuana,Android,Chrome 92,Web,Baja California,667.0,1996-05-20,0.0,VERDADERO,3.0,0.0,50700.0,13963.0,adwords,27.0
412961000000.0,754507db-0ea1-4cd7-9cbe-447600321a2f,Irapuato,Android,Chrome Mobile 102,Web,Guanajuato,688.0,1998-04-11,0.0,VERDADERO,1.0,0.0,16500.0,0.0,adwords,25.0
410665000000.0,c0f614cc-770c-4173-8e64-c750f3811b31,Aguascalientes,Android,Chrome Mobile 102,Web,Aguascalientes,643.0,1999-02-10,0.0,VERDADERO,2.0,0.0,251000.0,135006.0,adwords,24.0
412119000000.0,f7e21508-6d7b-4480-9020-2a93ad328023,Salvador Escalante,Android,Chrome Mobile 102,Web,Michoacán,660.0,1989-09-11,0.0,VERDADERO,1.0,0.0,46600.0,45800.0,adwords,34.0
412180000000.0,b8ee025b-6fde-4e87-95a5-64f1da6d7a5f,Iztapalapa,Android,Chrome Mobile 96,Web,Mexico City,613.0,2002-12-16,0.0,VERDADERO,1.0,0.0,3200.0,3107.0,adwords,21.0
