amplitude_id,user_id,city,device,os,platform,region,gp:BCS,gp:Birthday,gp:Delinquency amount,gp:Nip Verify,gp:Number of Revolving credits,gp:Number of no revolving credits,gp:Total Credit Line,gp:Total current debt,gp:utm_source
2.83879E+11,0c9f360d-6a48-4a8e-b6d4-16a5c068cd3c,Mérida,Android,Chrome Mobile 102,Web,Yucatán,9,2002-12-12,,VERDADERO,,,,,adwords
4.12346E+11,8341326d-a722-4aaf-80cf-b9e4645f562a,Saltillo,Android,Chrome Mobile 102,Web,Coahuila,586,1990-10-29,2520,VERDADERO,1,0,14999,1059,adwords
4.12808E+11,a572f076-98bb-40fc-a1d4-3aae8eeb2a13,Puebla,Windows,Chrome 102,Web,Mexico City,635,1975-01-12,640,VERDADERO,4,1,380900,522473,adwords
4.12304E+11,,Mexico City,Android,Chrome Mobile 88,Web,Mexico City,,,,,,,,,
3.95293E+11,97de8765-1a62-45a9-825e-bbe5487dd241,Mexico City,Android,Chrome Mobile 100,Web,Mexico City,613,,,,,,,,google2
4.12918E+11,,,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,adwords
4.12448E+11,05b21f19-90ce-405f-8924-98759dceddb6,Gustavo Adolfo Madero,Android,Chrome Mobile 101,Web,Mexico City,,1982-09-24,,,,,,,adwords
3.96617E+11,49e54fbc-ff92-4377-bf10-0ee2009a0cc5,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,,,,,,,,,adwords
4.12488E+11,,,Android,Chrome Mobile 102,Web,,,,,,,,,,adwords
4.11792E+11,,Mexico City,Windows,Chrome 99,Web,Mexico City,,,,,,,,,adwords
4.11907E+11,,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,
3.65495E+11,2eaad8c2-cf5a-4083-8d9d-7f29ddaaef93,Puebla City,Android,Chrome Mobile 102,Web,Puebla,9,1996-08-03,,VERDADERO,,,,,adwords
3.26426E+11,079a527a-a284-4440-bfaa-04113c2a5177,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,9,2000-12-14,,VERDADERO,,,,,adwords
4.1194E+11,,Tlalnepantla,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords
4.11404E+11,,Cancún,Android,Chrome Mobile 102,Web,Quintana Roo,,,,,,,,,adwords
4.04987E+11,c894a1ca-84dc-4361-a9c9-29757aa7569a,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,2001-10-31,,,,,,,adwords
4.12969E+11,,Puebla,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords
4.12346E+11,9d0e3258-2ccb-4f4c-a265-0bff49b9d00d,Xalapa,Windows,Chrome 102,Web,Veracruz,9,1990-04-09,,VERDADERO,,,,,adwords
4.1179E+11,,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords
4.1157E+11,,,Android,Chrome Mobile 102,Web,,,,,,,,,,
4.12423E+11,,Venustiano Carranza,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,
4.01671E+11,,Acapulco de Juárez,Android,Chrome Mobile 102,Web,Guerrero,,,,,,,,,google2
4.11828E+11,01545e1a-2b45-4a36-b411-b9df7edc3e5e,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,587,1996-12-11,17182,VERDADERO,,,2,925,adwords
4.1293E+11,34134535-b72b-46fe-8cb9-63982bf37f10,Tampico,Android,Chrome Mobile 102,Web,Tamaulipas,606,1978-03-07,11191,VERDADERO,1,3,14100,156969,adwords
4.12718E+11,,Zapopan,Android,Chrome Mobile 102,Web,Jalisco,,,,,,,,,adwords
3.9982E+11,a160fc17-872a-4755-8f27-c1d3dceb9b5b,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,8,1981-11-05,0,VERDADERO,,,37000,36499,adwords
4.12883E+11,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords
2.86776E+11,,Cuautitlán Izcalli,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords
4.12032E+11,dcc90dc7-f354-48f6-8ddf-5a8d7308d4ad,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords
4.11341E+11,e4115cf3-cd69-4984-9e45-c78c838565c2,León,Android,Chrome Mobile 102,Web,Guanajuato,634,1955-06-11,252313,VERDADERO,2,1,275500,-226238,adwords
4.12665E+11,,Nuevo Laredo,Android,Chrome Mobile 102,Web,Tamaulipas,,,,,,,,,adwords
4.11856E+11,,Querétaro City,Android,Chrome Mobile 90,Web,Querétaro,,,,,,,,,adwords
4.12895E+11,,Tlahuelilpan,Android,Chrome Mobile 102,Web,Hidalgo,,,,,,,,,
4.1186E+11,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords
4.12072E+11,a0762434-90f1-4ce9-b8b3-22c489f6e621,Ciudad Lopez Mateos,Android,Chrome Mobile 102,Web,México,,1997-10-29,,,,,,,adwords
4.12366E+11,d4310d8b-cbb4-417f-86a3-361e824c5926,Lerma de Villada,Android,Chrome Mobile 102,Web,México,637,1994-07-21,0,VERDADERO,1,1,10400,350946,adwords
4.11636E+11,379f22e7-87ff-4577-ac29-1f3e720baf54,Fresnillo,Windows,Firefox 101,Web,Zacatecas,,1999-01-29,,,,,,,
4.12489E+11,,Coatzacoalcos,Windows,Chrome 102,Web,Veracruz,,,,,,,,,adwords
4.12866E+11,,Monterrey,Windows,Edge 16,Web,Nuevo León,,,,,,,,,
4.12326E+11,,Juarez,Android,Chrome Mobile 101,Web,Quintana Roo,,,,,,,,,adwords
4.00219E+11,d356391d-67b9-44c9-a4a5-95c0cf008027,Tijuana,Android,Chrome Mobile 102,Web,Baja California,602,1993-08-14,6045,VERDADERO,1,2,6000,290196,adwords
4.11449E+11,,Zapopan,Android,Chrome Mobile 102,Web,Jalisco,,,,,,,,,adwords
4.11835E+11,679ebd97-0339-417b-b71d-8627690687f6,Mérida,Android,Chrome Mobile 102,Web,Yucatán,585,1989-05-07,1457,VERDADERO,1,0,10000,10713,adwords
3.97693E+11,,Guadalupe Trujillo,Android,Chrome Mobile 101,Web,Zacatecas,,,,,,,,,google2
4.11932E+11,719188e9-5654-4624-a6f1-8913428e862b,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords
4.12829E+11,0c5e0a04-d2ac-4741-a961-8582a24c4385,Villahermosa,Windows,Edge 102,Web,Tabasco,9,1989-08-12,,VERDADERO,,,,,adwords
4.11911E+11,,Oaxaca City,Android,Chrome Mobile 102,Web,Oaxaca,,,,,,,,,adwords
4.11568E+11,8178e240-18bd-4434-8fdf-d15668a241b5,Puebla,Android,Chrome Mobile 80,Web,Mexico City,571,1962-10-28,1537000,VERDADERO,2,2,195900,-757451,
4.12715E+11,,Iztapalapa,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords
4.11355E+11,,,Android,Chrome Mobile 102,Web,,,,,,,,,,adwords
4.11849E+11,495e1367-b849-4b1f-a686-0cfea9d35fe5,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,adwords
4.00739E+11,8984cb4f-c56a-4965-9dd8-1ffb85925a3b,Querétaro City,Android,UCBrowser 11,Web,Querétaro,535,1968-07-02,44684,VERDADERO,0,3,,0,adwords
4.12276E+11,8e40d389-03d5-409c-bcf0-ce43f4049e7e,Tuxtla Gutiérrez,Android,Chrome Mobile 101,Web,Chiapas,523,1967-06-10,55037,VERDADERO,0,2,,-9058,adwords
4.11885E+11,3cb4506b-e24a-4920-86a6-d4e7a288ad17,Tijuana,Android,Chrome Mobile 102,Web,Baja California,9,2004-02-23,,VERDADERO,,,,,adwords
4.12478E+11,,Ecatepec,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords
4.11437E+11,683235bc-3b61-4f71-b674-58d87da1706f,Querétaro City,Android,Chrome Mobile 100,Web,Querétaro,9,2000-05-18,,VERDADERO,,,,,adwords
4.128E+11,,Ahome,Android,Chrome Mobile 95,Web,Sinaloa,,,,,,,,,adwords
4.11987E+11,013a8e78-8f15-49d2-a0cb-1273e0970127,Mérida,Android,Chrome Mobile 102,Web,Yucatán,538,1993-08-14,48129,VERDADERO,1,7,19800,11458,adwords
4.11787E+11,ed42be38-ea18-44f1-bb30-5356b7085160,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,8,1979-06-03,2108,VERDADERO,,,,-2108,adwords
4.12056E+11,3602cc4f-54f2-4323-9eb2-4ed9a280ea82,Zacatecas City,Android,Chrome Mobile 102,Web,Zacatecas,632,1985-10-11,0,VERDADERO,1,2,5500,99794,
3.39151E+11,cacb4cc6-d348-4e67-9b54-4fd10368efb9,Mexico City,Android,Chrome Mobile 100,Web,Mexico City,9,1989-05-19,,VERDADERO,,,,,rocket
3.92798E+11,0a214eca-6577-4298-8f67-236fea0d1c88,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,1990-09-01,,VERDADERO,,,,,adwords
4.12978E+11,,Zacatepec,Android,Chrome 92,Web,Morelos,,,,,,,,,adwords
4.11325E+11,bd7684fc-86b9-433d-957e-317f048eec13,Guadalupe,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,adwords
4.11797E+11,7541959c-a988-4845-9309-094a33251a97,Queretaro,Android,Chrome Mobile 102,Web,Querétaro,652,1996-01-19,0,VERDADERO,0,1,,15000,adwords
4.11488E+11,,Tlaquepaque,Android,Chrome Mobile 94,Web,Jalisco,,,,,,,,,
4.11414E+11,,Seattle,Windows,Chrome 86,Web,Washington,,,,,,,,,
4.12841E+11,67f661db-d604-495c-96e9-f4b3ddf18ccd,Tijuana,Apple iPhone,Chrome Mobile 102,Web,Baja California,536,1998-01-28,13591,VERDADERO,1,1,9900,0,adwords
4.12911E+11,7375a684-31c3-4f71-861d-27d832d90f4c,Pachuca,Windows,Chrome 102,Web,Hidalgo,9,1994-04-04,,VERDADERO,,,,,adwords
4.11885E+11,cf86a205-4e03-472c-88a4-aeeab5755f2c,Apodaca,Windows,Chrome 102,Web,Nuevo León,,1995-04-27,,,,,,,adwords
4.12429E+11,,Culiacán,Android,Chrome Mobile 102,Web,Sinaloa,,,,,,,,,rocket
4.08265E+11,c766bec3-607b-452c-8bbc-29defb2f56aa,,Android,Chrome Mobile 102,Web,Jalisco,592,1997-11-13,9131,VERDADERO,3,0,4501,2924,adwords
4.12742E+11,2621c494-ac82-480f-af4a-04dffc598620,Cuernavaca,Android,Chrome Mobile 102,Web,Morelos,521,1992-05-01,53953,VERDADERO,0,4,,9309,adwords
4.07917E+11,877d21aa-b469-4ebb-b760-d6bd3254a35d,Ciudad Nezahualcoyotl,Android,Chrome Mobile 87,Web,México,,,,,,,,,
4.11857E+11,,Mérida,Apple iPhone,GSA 211,Web,Yucatán,,,,,,,,,adwords
4.11458E+11,,Naucalpan,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords
4.12034E+11,,,Apple iPhone,Mobile Safari 14,Web,,,,,,,,,,rocket
4.12253E+11,698fb31b-dd95-4b57-9fe8-69ed193c3215,Mexico City,Mac,Safari 15,Web,Mexico City,595,1989-09-12,7156,VERDADERO,0,0,,0,adwords
4.12756E+11,,Villahermosa,Android,Chrome Mobile 77,Web,Tabasco,,,,,,,,,adwords
4.12376E+11,0f3c5d09-2cd1-4c91-ba05-05ecc1c1d5c4,Puebla,Android,Chrome Mobile 101,Web,Mexico City,9,1953-06-29,,VERDADERO,,,,,adwords
4.12844E+11,173546dd-f03d-4a8c-bef3-41371676274b,Mexico City,Android,Samsung Browser 17,Web,Mexico City,,1966-06-21,,,,,,,adwords
3.85536E+11,084743d8-dbf0-4fdd-ab43-e21189ffc851,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,547,1981-04-14,3759,VERDADERO,1,0,8510,0,adwords
4.1197E+11,,Oaxaca City,Android,Chrome Mobile 102,Web,Oaxaca,,,,,,,,,adwords
4.12483E+11,f0a52617-8b42-4d4c-bac5-cc2bf9a1cfd5,Tlahuac,Android,Chrome Mobile 81,Web,Mexico City,604,1989-09-29,13040,VERDADERO,1,2,12613,23116,adwords
4.1196E+11,,Tlalnepantla,Windows,Chrome 102,Web,México,,,,,,,,,adwords
4.11949E+11,0c83d513-7aec-43c1-9465-4ef5f3188fe6,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,602,1991-06-15,6764,VERDADERO,2,1,36000,29543,adwords
4.12026E+11,,Mexico City,Android,Chrome Mobile 101,Web,Mexico City,,,,,,,,,adwords
4.12911E+11,0c594b3f-2f76-4504-afcb-01e1892a9311,Monterrey,Windows,Chrome 102,Web,Nuevo León,553,1984-08-04,247340,VERDADERO,2,0,210819,50787,
2.81048E+11,05d1d14a-c157-45d0-aa66-7836d1b31791,Laredo,Windows,Chrome 102,Web,Texas,518,,,VERDADERO,,,,,blog
4.11975E+11,,Tula de Allende,Windows,Chrome 102,Web,Hidalgo,,,,,,,,,adwords
4.12001E+11,,Mexico City,Apple iPhone,GSA 213,Web,Mexico City,,,,,,,,,adwords
2.66082E+11,5f3e1199-5449-4944-a091-00bc1fafa298,Cuautitlán Izcalli,Android,Chrome Mobile 102,Web,México,585,2001-04-02,977,VERDADERO,,,,214,adwords
4.11364E+11,,Torreón,Android,Chrome Mobile 102,Web,Coahuila,,,,,,,,,adwords
4.1243E+11,,Venustiano Carranza,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords
4.12896E+11,2a991ca5-0980-414f-92e4-90c1058a2cf8,Ciudad Juárez,Android,Chrome Mobile 102,Web,Chihuahua,544,1999-06-13,5477,VERDADERO,1,0,9900,0,adwords
4.12474E+11,,Miguel Hidalgo,Android,Chrome Mobile 100,Web,Mexico City,,,,,,,,,adwords
4.12262E+11,56a3c007-95d2-469a-a89f-7d88f53bb131,Mérida,Android,Chrome Mobile 102,Web,Yucatán,569,1990-12-31,9384,VERDADERO,0,2,,271334,adwords
4.12731E+11,,Mexico City,Apple iPhone,Chrome Mobile 102,Web,Mexico City,,,,,,,,,
4.11318E+11,920068c9-4682-499c-abb6-f78c14c471bf,Tijuana,Android,Chrome Mobile 102,Web,Baja California,,2000-01-29,,,,,,,adwords
4.12426E+11,,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords
4.12354E+11,f411a371-01cc-4123-9d23-ad32228d4c85,Coatzacoalcos,Android,Chrome Mobile 91,Web,Veracruz,670,1983-06-19,0,VERDADERO,3,0,45550,17287,adwords
4.11261E+11,,Hermosillo,Android,Chrome Mobile 81,Web,Sonora,,,,,,,,,
4.12751E+11,,Chalco,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords
2.49306E+11,9b036beb-7c73-458d-b9ab-afc07914267e,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,1997-12-04,,,,,,,adwords
4.12845E+11,111a08e8-7cfa-4331-a60e-95a1f7c8388d,Zapopan,Windows,Chrome 102,Web,Jalisco,8,1994-09-22,0,VERDADERO,,,,0,adwords
2.82116E+11,320490a7-f8f0-473f-9dcc-39c80f710494,Tuxtla Gutiérrez,Android,Chrome Mobile 102,Web,Chiapas,,,,,,,,,adwords
4.12675E+11,,Guadalupe,Android,Chrome Mobile 101,Web,Nuevo León,,,,,,,,,adwords
4.12758E+11,35f0251c-67cf-49c8-bdb8-0c0519d88a1a,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,584,1997-03-23,360,VERDADERO,1,1,1700,10198,
4.1277E+11,9aa0356f-8e9b-41b4-8f4f-48f1972266a2,Morelia,Android,Chrome Mobile 102,Web,Michoacán,647,1996-08-26,0,VERDADERO,0,0,,0,adwords
4.11884E+11,344763c9-5f78-4a0d-951b-dd3eabf0b3ca,Zapopan,Windows,Chrome 102,Web,Jalisco,559,1992-07-18,9090,VERDADERO,0,1,,0,
4.11495E+11,,Tijuana,Android,Chrome Mobile 102,Web,Baja California,,,,,,,,,adwords
4.12807E+11,b20733a1-4586-4822-a3c3-451f1a655dda,Ciudad Delicias,Windows,Chrome 102,Web,Chihuahua,,1963-05-26,,,,,,,adwords
4.11805E+11,fd10a217-d0db-45ed-bc34-5122ee052e58,Puebla City,Android,Chrome Mobile 100,Web,Puebla,8,1997-04-28,0,VERDADERO,,,22200,17055,adwords
4.12731E+11,,Aguascalientes,Android,Chrome Mobile 102,Web,Aguascalientes,,,,,,,,,adwords
