user_id,city,device,os,region,gp:utm_source,Survivor,Cluster
sin información,Ciudad Juárez,Android,Chrome Mobile 100,Chihuahua,sin información,0,4
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,rocket,0,0
sin información,sin información,Windows,Chrome 79,Washington,sin información,0,4
eefe173b-86ff-465c-997c-3d1c7cb3b0dd,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,1,2
sin información,Salina Cruz,Windows,Chrome 100,Oaxaca,adwords,0,0
sin información,Monterrey,Android,Chrome WebView 85,Nuevo León,google2,0,1
sin información,Mexico City,Android,Facebook 347,Mexico City,google2,0,2
sin información,sin información,Android,Chrome Mobile 102,Nuevo León,sin información,0,4
sin información,Monterrey,Android,Chrome Mobile 83,Nuevo León,adwords,0,1
sin información,Guadalajara,Apple iPhone,Mobile Safari 15,Jalisco,sin información,0,0
sin información,Guadalupe Trujillo,Android,Chrome Mobile 102,Zacatecas,adwords,0,1
sin información,Tlalnepantla,Android,Chrome Mobile 90,México,adwords,0,1
6595d816-39b1-4371-8a93-039c2d414faa,Garcia,Android,Chrome Mobile 102,Nuevo León,adwords,1,3
sin información,Celaya,Android,Chrome Mobile 102,Guanajuato,adwords,0,1
29a0af04-9f67-43a2-8e96-508ecfac96c8,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,1,2
sin información,Monterrey,Android,Chrome Mobile 101,Nuevo León,adwords,0,1
sin información,Hermosillo,Android,Chrome Mobile 102,Sonora,sin información,0,4
sin información,Naucalpan,Android,Chrome Mobile 102,México,google2,0,1
sin información,Guadalajara,Android,Chrome Mobile 98,Jalisco,adwords,0,1
af276e87-e430-4700-a191-955bb9b406aa,Tizayuca,Android,Chrome Mobile 100,Hidalgo,fb,1,3
sin información,St Louis,Android,Chrome Mobile 102,Missouri,rocket,0,1
sin información,Culiacán,Android,Chrome Mobile 102,Sinaloa,adwords,0,1
sin información,Ahome,Windows,Chrome 102,Sinaloa,adwords,0,0
sin información,Tlalpan,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,sin información,Android,Chrome Mobile 102,Nuevo León,rocket,0,1
sin información,Minatitlán,Android,Chrome Mobile 102,Veracruz,sin información,0,4
sin información,Culiacán,Android,Chrome 92,Sinaloa,rocket,0,1
sin información,Ecatepec,Android,Chrome Mobile 102,México,adwords,0,1
sin información,sin información,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Saltillo,Android,Chrome Mobile 102,Coahuila,sin información,0,4
e15262d4-a781-4d0c-875f-0e08a299796e,Ciudad Altamirano,Android,Chrome Mobile 102,Guerrero,adwords,1,3
95154be3-1aa7-4ed8-8fb7-a71d57e52965,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Mexico City,google2,1,2
ab7abee8-bfea-4541-b07c-f0721b63ea85,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Mexico City,adwords,1,2
sin información,Puebla City,Android,Chrome Mobile 102,Puebla,adwords,0,1
eb0a2880-d8d3-41cd-9c66-ad18bd499c98,Mexico City,Android,Chrome Mobile 100,Mexico City,adwords,1,2
sin información,Tacambaro de Codallos,Android,Chrome Mobile 102,Michoacán,adwords,0,1
sin información,Nuevo Laredo,Android,Chrome Mobile 102,Tamaulipas,sin información,0,4
sin información,Venustiano Carranza,Android,Chrome Mobile 92,Mexico City,adwords,0,2
sin información,Veracruz,Android,Chrome WebView 102,Veracruz,sin información,0,4
sin información,Acapulco de Juárez,Android,Chrome Mobile 102,Guerrero,adwords,0,1
sin información,Querétaro City,Android,Chrome Mobile 102,Querétaro,adwords,0,1
sin información,Azcapotzalco,Android,Chrome Mobile 102,Mexico City,sin información,0,4
231f8068-919b-4a06-b63b-3b9e43d5298e,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,1,0
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
7a1c1236-f3c7-4412-9f3f-7f33e4e4bf08,Pachuca,Android,Facebook 362,Hidalgo,google2,1,3
sin información,Aguascalientes,Windows,Chrome 102,Aguascalientes,adwords,0,0
sin información,Ciudad Juárez,Android,Chrome Mobile 102,Chihuahua,adwords,0,1
sin información,Aguascalientes,Android,Chrome Mobile 87,Aguascalientes,adwords,0,1
sin información,Naucalpan,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Xalapa,Windows,Edge 102,Veracruz,sin información,0,4
sin información,Tijuana,Android,Chrome Mobile 101,Baja California,adwords,0,1
sin información,Morelia,Windows,Chrome 102,Michoacán,adwords,0,0
3f4583e4-4764-4179-a83e-6e8d7152fb06,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,1,0
sin información,Granjas Coapa,Android,Chrome Mobile 102,Mexico City,rocket,0,2
sin información,Cuernavaca,Android,Chrome Mobile 102,Morelos,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,rocket,0,1
sin información,Apodaca,Android,Chrome Mobile 91,Nuevo León,adwords,0,1
sin información,Morelia,Android,Chrome WebView 101,Michoacán,email_ongoing,0,1
sin información,Querétaro City,Android,Chrome Mobile 102,Querétaro,adwords,0,1
sin información,Nogales,Android,Samsung Browser 17,Sonora,adwords,0,1
sin información,Ecatepec,Android,Chrome Mobile 102,México,sin información,0,1
303cb2d0-3608-4dac-ae77-fc98256d4761,Mexico City,Android,Chrome Mobile 101,Mexico City,adwords,1,2
sin información,Hermosillo,Apple iPad,Mobile Safari 12,Sonora,sin información,0,4
sin información,Venustiano Carranza,Apple iPhone,Chrome Mobile 100,Mexico City,adwords,0,0
d152c3b2-eb47-4984-8e10-b4365842ccfe,Córdoba,Android,Chrome WebView 88,Veracruz,google2,1,3
sin información,Oaxaca City,Android,Chrome Mobile 101,Oaxaca,sin información,0,4
sin información,San Nicolás de los Garza,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,San Nicolás de los Garza,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Altamira,Android,Chrome Mobile 102,Tamaulipas,adwords,0,1
sin información,Oaxaca City,Android,Chrome Mobile 102,Oaxaca,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Helsinki,Windows,Chrome 80,Uusimaa,sin información,0,4
sin información,Saltillo,Apple iPhone,Mobile Safari 15,Coahuila,sin información,0,0
sin información,Chihuahua City,Android,Samsung Browser 9,Chihuahua,adwords,0,1
sin información,Mérida,Apple iPad,Chrome Mobile 84,Yucatán,sin información,0,4
sin información,Tuxpam de Rodriguez Cano,Apple iPhone,Mobile Safari 12,Veracruz,adwords,0,0
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Monterrey,Android,Chrome Mobile 94,Nuevo León,google2,0,1
sin información,Iztapalapa,Mac,Chrome 102,Mexico City,sin información,0,4
befc425a-2332-4e3f-bf6a-9a0b329e59f5,Querétaro City,Android,Chrome Mobile 91,Querétaro,adwords,1,3
sin información,Irapuato,Android,Chrome Mobile 101,Guanajuato,adwords,0,1
sin información,Xalapa,Windows,Chrome 102,Veracruz,sin información,0,4
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,google2,0,1
sin información,Ecatepec,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Zacatepec,Android,Chrome Mobile 102,Morelos,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Santa Maria Chimalhuacan,Android,Chrome Mobile 102,México,adwords,0,1
b58c4121-80ca-49e3-9eb9-18063f7c18f8,León,Android,Chrome Mobile 102,Guanajuato,adwords,1,3
sin información,Córdoba,Android,Chrome Mobile 102,Veracruz,sin información,0,4
sin información,Morelia,Windows,Chrome 102,Michoacán,adwords,0,0
sin información,sin información,Android,Chrome Mobile 102,San Luis Potosí,adwords,0,1
sin información,Monterrey,Apple iPhone,WebKit 605,Nuevo León,sin información,0,0
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Mexico City,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Nuevo Laredo,Android,Chrome Mobile 102,Tamaulipas,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Tijuana,Android,Chrome Mobile 102,Baja California,adwords,0,1
sin información,sin información,Android,Chrome Mobile 87,Jalisco,adwords,0,1
sin información,Acapulco de Juárez,Android,Chrome Mobile 101,Guerrero,adwords,0,1
sin información,Iztapalapa,Android,Chrome Mobile 102,Mexico City,adwords,0,2
d8db632d-0eea-446f-b0f7-0d0074980498,Mexico City,Android,Chrome Mobile 100,Mexico City,fb,1,2
sin información,Ciudad Nezahualcoyotl,Android,Samsung Browser 17,México,adwords,0,1
sin información,Querétaro City,Apple iPhone,Mobile Safari 14,Querétaro,adwords,0,0
sin información,Cuernavaca,Android,Chrome Mobile 102,Morelos,adwords,0,1
sin información,Querétaro City,Android,Chrome Mobile 102,Querétaro,adwords,0,1
f2d529b0-9738-4508-9e3c-f71b727d6ef6,Ecatepec,Windows,Chrome 102,México,sin información,1,3
sin información,Teotihuacan,Windows,Chrome 102,México,adwords,0,1
15e848a8-1112-4b3f-85f0-2eec07ad4b9b,Culiacán,Android,Chrome Mobile 102,Sinaloa,adwords,1,3
sin información,San Juan del Río,Android,Chrome Mobile 102,Querétaro,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Jiutepec,Android,Chrome Mobile 102,Morelos,sin información,0,4
sin información,Mexico City,Android,Chrome Mobile 97,Mexico City,adwords,0,2
sin información,León,Android,Chrome Mobile 102,Guanajuato,adwords,0,1
sin información,Monterrey,Windows,Chrome 102,Nuevo León,adwords,0,0
sin información,El Pueblito,Android,Chrome Mobile 92,Querétaro,google2,0,1
54697dca-5592-41f9-b652-adb05a169a27,Iztapalapa,Android,Chrome Mobile 102,Mexico City,adwords,1,2
sin información,Apodaca,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Saltillo,Windows,Chrome 101,Coahuila,rocket,0,0
sin información,Orizaba,Android,Chrome Mobile 102,Veracruz,adwords,0,1
sin información,Queretaro,Android,Samsung Browser 17,Querétaro,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Guadalajara,Android,Samsung Browser 17,Jalisco,blog,0,1
sin información,Puerto Morelos,Android,Chrome Mobile 102,Quintana Roo,rocket,0,1
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Puebla,Android,Chrome Mobile 101,Mexico City,adwords,0,2
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Ciudad Victoria,Android,Chrome Mobile 102,Tamaulipas,adwords,0,1
sin información,Nuevo Laredo,Android,Chrome Mobile 102,Nuevo León,sin información,0,4
sin información,Chihuahua City,Android,Chrome Mobile 102,Chihuahua,adwords,0,1
sin información,Salina Cruz,Android,Chrome Mobile 101,Oaxaca,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Chalco,Android,Samsung Browser 17,México,rocket,0,1
sin información,Tlahuac,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Cintalapa de Figueroa,Android,Chrome Mobile 102,Chiapas,adwords,0,1
sin información,Rosarito,Android,Chrome Mobile 102,Baja California,sin información,0,4
sin información,Zacatecas City,Android,Chrome Mobile 102,Zacatecas,rocket,0,1
sin información,Guadalajara,Apple iPhone,GSA 213,Jalisco,adwords,0,0
sin información,Tlalpan,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Xochimilco,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
65449848-c9f9-406e-b6f2-b06631dc5234,Guadalajara,Android,Chrome Mobile 102,Jalisco,google2,1,3
sin información,Villa del Sur,Android,Chrome Mobile 101,Mexico City,adwords,0,2
sin información,Juarez,Android,Chrome Mobile 102,Quintana Roo,adwords,0,1
sin información,Puebla City,Android,Chrome Mobile 100,Puebla,adwords,0,1
sin información,Tlalnepantla,Apple iPhone,Mobile Safari 14,México,rocket,0,0
sin información,Queretaro,Android,Chrome Mobile 100,Querétaro,rocket,0,1
sin información,Tepic,Android,Chrome Mobile 102,Nayarit,sin información,0,4
40b42f15-f6a9-4043-ba00-11891ff1b650,sin información,Android,Chrome Mobile 102,Veracruz,adwords,1,3
fe7b76ee-14b8-45f3-99fa-389b5134c845,Guadalajara,Android,Chrome Mobile 101,Jalisco,sin información,1,3
sin información,Mexico City,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Paris,Windows,Chrome 80,Paris,sin información,0,4
sin información,Veracruz,Android,Chrome Mobile 102,Veracruz,rocket,0,1
sin información,Cuautitlan,Windows,Firefox 101,México,adwords,0,1
sin información,Cuautla,Android,Chrome Mobile 101,Morelos,sin información,0,4
sin información,Mérida,Android,Samsung Browser 17,Yucatán,adwords,0,1
d1bbe42d-5096-4b61-bbfb-32c9100b5ec6,Los Mochis,Android,Chrome Mobile 102,Sinaloa,adwords,1,3
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Hermosillo,Android,Chrome Mobile 102,Sonora,adwords,0,1
sin información,Saltillo,Android,Chrome Mobile 102,Coahuila,sin información,0,4
sin información,Culiacán,Android,Chrome Mobile 102,Sinaloa,adwords,0,1
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Ciudad Juárez,Windows,Chrome 102,Chihuahua,adwords,0,0
sin información,General Escobedo,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Puebla City,Android,Chrome Mobile 102,Puebla,adwords,0,1
sin información,Tultitlan de Mariano Escobedo,Apple iPhone,Mobile Safari 12,México,adwords,0,0
sin información,Cuautitlan,Windows,Chrome 102,México,adwords,0,1
sin información,Zapopan,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
16aaa58f-3c75-46a1-9043-86241ca45229,Zapopan,Android,Chrome Mobile 102,Jalisco,fb,1,3
sin información,San Antonio,Windows,Chrome 80,Texas,sin información,0,4
sin información,Salamanca,Android,Chrome Mobile 102,Guanajuato,rocket,0,1
sin información,Iztapalapa,Apple iPhone,Mobile Safari 14,Mexico City,adwords,0,0
423cb940-8f20-48bc-9db1-8140e4503a6c,Zapopan,Android,Chrome Mobile 102,Jalisco,adwords,1,3
sin información,Monterrey,Android,Chrome Mobile 38,Nuevo León,adwords,0,1
sin información,Zacatepec,Android,Chrome Mobile 102,Morelos,adwords,0,1
sin información,Tlalpan,Android,Chrome Mobile 101,Mexico City,adwords,0,2
sin información,Manzanillo,Android,Chrome Mobile 102,Colima,adwords,0,1
sin información,Ecatepec,Android,Chrome Mobile 99,México,rocket,0,1
sin información,Cuautitlan,Android,Chrome Mobile 102,México,sin información,0,1
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Venustiano Carranza,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,google2,0,2
sin información,Zumpango,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Puebla,Android,Chrome Mobile 86,Mexico City,adwords,0,2
sin información,Puebla,Android,Facebook 368,Mexico City,google2,0,2
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Cuernavaca,Android,Chrome 92,Morelos,adwords,0,1
sin información,Xalapa,Android,Chrome Mobile 102,Veracruz,google2,0,1
sin información,Acapulco de Juárez,Android,Chrome Mobile 102,Guerrero,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Guerrero,Android,Chrome Mobile 87,Mexico City,adwords,0,2
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Tlaxcala City,Android,Chrome Mobile 101,Tlaxcala,sin información,0,4
sin información,San Nicolás de los Garza,Android,Facebook 305,Nuevo León,fb,0,1
sin información,Jerez de Garcia Salinas,Android,Chrome Mobile 102,Zacatecas,adwords,0,1
sin información,Pachuca,Windows,Chrome 102,Hidalgo,sin información,0,4
9fc0f729-c223-4109-bd56-57e1c7773ee4,Tijuana,Apple iPhone,Chrome Mobile 102,Baja California,adwords,1,3
sin información,Tlaxcala City,Android,Chrome Mobile 102,Tlaxcala,adwords,0,1
9a2b382a-dd0f-4310-97a4-85179b6eb9dc,Tijuana,Android,Chrome Mobile 55,Baja California,adwords,1,3
sin información,Ciudad Juárez,Android,Chrome Mobile 38,Chihuahua,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 101,Jalisco,adwords,0,1
sin información,Guadalupe,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Miguel Hidalgo,Android,Chrome WebView 101,Mexico City,sin información,0,4
sin información,Puebla City,Android,Chrome Mobile 102,Puebla,sin información,0,1
sin información,Ixtapaluca,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Mérida,Android,Chrome WebView 102,Yucatán,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Juarez,Android,Chrome Mobile 38,Nuevo León,sin información,0,4
sin información,Torreón,Android,Chrome Mobile 102,Coahuila,sin información,0,4
d1bfb32c-43c5-470d-9c1b-ce53d44c7aa0,León,Android,Chrome Mobile 101,Guanajuato,adwords,1,3
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
c77ac06c-c21f-40ea-9772-842374fea072,Morelia,Android,Chrome Mobile 102,Michoacán,adwords,1,3
32a46556-cb01-4475-a493-f6d7134f4dea,Iztapalapa,Android,Chrome Mobile 102,Mexico City,google2,1,2
d290f697-20d9-4e59-9bd9-df7a0da6da6d,Guadalajara,Android,Chrome Mobile 102,Jalisco,sin información,1,3
sin información,Coyoacán,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Tlaquepaque,Android,Chrome Mobile 102,Jalisco,rocket,0,1
sin información,Puebla City,Android,Chrome Mobile 102,Puebla,adwords,0,1
sin información,Salina Cruz,Android,Chrome Mobile 102,Oaxaca,google2,0,1
4c2242db-6a7b-4498-8224-6d57086f7aec,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,1,4
sin información,Poza Rica de Hidalgo,Windows,Chrome 102,Veracruz,adwords,0,0
sin información,Querétaro City,Windows,Chrome 102,Querétaro,adwords,0,0
8df92a2e-ff6c-4ad5-a738-20d04769978e,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,1,0
sin información,sin información,Android,Chrome Mobile 101,Veracruz,adwords,0,1
sin información,Guadalupe,Android,Chrome Mobile 100,Nuevo León,adwords,0,1
21fdb8b1-38c3-4d5a-86e5-790cd6447a07,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,1,2
sin información,Toluca,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Tuxtla Gutiérrez,Android,Chrome Mobile 102,Chiapas,adwords,0,1
sin información,Ashburn,Windows,Chrome 92,Virginia,sin información,0,4
78e2bc23-7a5b-40be-b98f-a92e7be5d8ce,Centro,Android,Chrome Mobile 89,Tabasco,adwords,1,3
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Ciudad Obregón,Windows,Chrome 102,Sonora,sin información,0,4
1cb74696-6e77-450c-a432-15e6d0eceda0,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,1,0
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,sin información,0,0
sin información,Mérida,Android,Chrome Mobile 102,Yucatán,sin información,0,4
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Puebla City,Apple iPhone,Chrome Mobile 102,Puebla,adwords,0,1
sin información,Ciudad Nezahualcoyotl,Windows,Chrome 102,México,sin información,0,1
sin información,Ensenada,Android,Chrome WebView 95,Baja California,sin información,0,4
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,sin información,0,0
sin información,Puebla City,Windows,Chrome 102,Puebla,sin información,0,1
sin información,Alvaro Obregon,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Jiutepec,Android,Facebook 362,Morelos,rocket,0,1
sin información,Tijuana,Android,Chrome Mobile 102,Baja California,adwords,0,1
sin información,Tijuana,Apple iPhone,Mobile Safari 14,Baja California,rocket,0,0
6856467f-b754-44d4-96e8-f714683f086b,Iztacalco,Android,Chrome Mobile 101,Mexico City,adwords,1,2
sin información,Azcapotzalco,Windows,Chrome 102,Mexico City,sin información,0,4
sin información,Apodaca,Windows,Chrome 102,Nuevo León,adwords,0,0
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
398e7fc8-cfe1-4ba3-a032-8ce35f728b6e,Juarez,Android,Chrome Mobile 100,Quintana Roo,sin información,1,3
e0aec4c8-9082-4134-bff4-076aa0eb3ad9,Chihuahua City,Android,Chrome Mobile 102,Chihuahua,sin información,1,3
sin información,Tijuana,Android,Chrome Mobile 102,Baja California,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,sin información,0,4
sin información,Hermosillo,Android,Chrome Mobile 102,Sonora,sin información,0,4
sin información,Mexico City,Android,Chrome Mobile 101,Mexico City,adwords,0,2
sin información,Prebold,Apple iPhone,Mobile Safari 15,Prebold,adwords,0,0
sin información,Puebla City,Android,Chrome Mobile 102,Puebla,adwords,0,1
sin información,Iztapalapa,Android,Chrome Mobile 101,Mexico City,rocket,0,2
sin información,Iztapalapa,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Tlaquepaque,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Tampico,Windows,Chrome 102,Tamaulipas,adwords,0,0
50b2888d-6e57-4f8c-93b2-8229a8257568,Puebla,Android,Chrome Mobile 91,Mexico City,adwords,1,2
sin información,Chihuahua City,Apple iPhone,Mobile Safari 15,Chihuahua,rocket,0,0
sin información,Tijuana,Android,Chrome Mobile 102,Baja California,adwords,0,1
ec242ddc-6be4-4049-b0e2-369ec6ec0120,Naucalpan,Android,Chrome Mobile 102,México,adwords,1,3
sin información,Oaxaca City,Android,Chrome Mobile 102,Oaxaca,adwords,0,1
sin información,Tijuana,Apple iPhone,Mobile Safari 15,Baja California,adwords,0,0
sin información,sin información,Android,Chrome WebView 81,Tabasco,sin información,0,4
sin información,Tultepec,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Apizaco,Android,Chrome Mobile 102,Tlaxcala,google2,0,1
sin información,Teziutlán,Android,Chrome Mobile 102,Puebla,rocket,0,1
789f816c-b359-4766-8262-9f01f5813b83,Mazatlán,Android,Chrome Mobile 102,Sinaloa,adwords,1,3
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,google2,0,2
sin información,Ciudad Nezahualcoyotl,Android,Facebook 369,México,sin información,0,1
sin información,Torreón,Tizen,Samsung Browser 2,Coahuila,adwords,0,0
sin información,Iztapalapa,Android,Chrome Mobile 102,Mexico City,rocket,0,2
sin información,Mexicali,Android,Chrome Mobile 102,Baja California,sin información,0,4
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
86dec3d9-609c-494d-a219-b36721501fa1,San Nicolás de los Garza,Android,Chrome Mobile 102,Nuevo León,adwords,1,3
sin información,Heroica Zitacuaro,Android,Chrome Mobile 102,Michoacán,adwords,0,1
a0e3964a-232c-47e8-8b77-0661e60d917d,Puebla City,Android,Chrome Mobile 102,Puebla,adwords,1,1
sin información,Ciudad Victoria,Android,Chrome Mobile 102,Tamaulipas,sin información,0,4
sin información,Tlalpan,Android,Chrome Mobile 100,Mexico City,adwords,0,2
sin información,Mazatlán,Android,Chrome Mobile 101,Sinaloa,adwords,0,1
sin información,Cananea,Android,Chrome Mobile 102,Sonora,adwords,0,1
sin información,Ciudad Nezahualcoyotl,Android,Chrome Mobile 102,México,rocket,0,1
sin información,Ciudad Victoria,Android,MIUI Browser 13,Tamaulipas,adwords,0,1
d592ffad-00fa-4df3-b794-49d2415f18e4,León,Android,Chrome Mobile 102,Guanajuato,adwords,1,3
sin información,Texcoco,Windows,Chrome 101,México,adwords,0,1
bd34248c-4452-4e5a-9c42-aa47ee6cfb75,Mexico City,Android,Facebook 305,Mexico City,google2,1,2
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Mérida,Android,Chrome Mobile 101,Yucatán,adwords,0,1
sin información,Chalco,Android,Chrome Mobile 102,México,sin información,0,1
sin información,Venustiano Carranza,Android,Chrome Mobile 102,Mexico City,google2,0,2
sin información,Puebla City,Android,Chrome Mobile 38,Puebla,sin información,0,1
sin información,Lázaro Cárdenas,Windows,Chrome 102,Michoacán,adwords,0,0
sin información,Las Choapas,Android,Chrome Mobile 102,Veracruz,adwords,0,1
sin información,Irapuato,Android,Chrome Mobile 102,Guanajuato,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
02392468-da9a-42a8-9acc-a8b0fb5a8201,Coatzacoalcos,Android,Chrome Mobile 102,Veracruz,adwords,1,3
0e3a95f7-2bdf-4c9c-a1c0-b54e54801527,Coyoacán,Android,Chrome Mobile 102,Mexico City,adwords,1,2
sin información,Puebla,Apple iPhone,Mobile Safari 14,Mexico City,sin información,0,0
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Nuevo Laredo,Windows,Chrome 102,Tamaulipas,adwords,0,0
sin información,Campeche,Android,Chrome Mobile 102,Campeche,adwords,0,1
sin información,Ciudad Madero,Apple iPhone,GSA 213,Tamaulipas,adwords,0,0
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Coacalco,Android,Chrome Mobile 102,México,sin información,0,1
sin información,Tlalnepantla,Apple iPhone,Chrome Mobile 102,México,adwords,0,1
sin información,Monterrey,Apple iPhone,Mobile Safari 15,Nuevo León,adwords,0,0
sin información,San Luis Potosí City,Android,Chrome Mobile 102,San Luis Potosí,adwords,0,1
sin información,Agua Prieta,Android,Chrome Mobile 93,Sonora,sin información,0,4
sin información,Azcapotzalco,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Querétaro City,Android,Chrome Mobile 102,Querétaro,adwords,0,1
sin información,Miguel Hidalgo,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Orizaba,Windows,Chrome 102,Veracruz,adwords,0,0
sin información,sin información,Android,Chrome Mobile 100,Nuevo León,sin información,0,4
sin información,Puebla City,Android,Chrome Mobile 101,Puebla,google2,0,1
sin información,Mexicali,Android,Samsung Browser 17,Baja California,adwords,0,1
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,sin información,0,4
sin información,Guadalupe,Android,Chrome Mobile 102,Nuevo León,google2,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Santa Catarina,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
bada9f04-6a28-4515-b93a-628a96a8a39a,Orizaba,Android,Chrome Mobile 102,Veracruz,adwords,1,3
